items,quantities,unit_utilities
flour|yogurt|vegetables|sugar|pasta,4.8|2.0|4.2|4.7|2.0,3.72|5.25|9.76|4.68|5.12
wine|rice|potato,2.7|4.8|2.3,3.49|5.57|2.73
vegetables|muffin,3.3|1.0,8.39|2.35
nuts|ice_cream,2.4|2.7,4.38|7.52
yogurt|salami|water|apple,3.8|4.5|3.5|3.7,3.84|9.29|8.86|2.99
pasta|pork|croissant,1.2|1.8|2.1,4.82|8.43|1.75
nuts|onion|toilet_paper,3.7|1.7|4.2,6.33|1.86|5.89
hummus|toothpaste|onion,4.5|3.9|2.6,8.22|10.44|2.59
onion|coffee|sugar|lettuce|turkey,2.2|2.1|1.1|1.1|4.3,3.96|9.22|2.22|2.49|6.49
water|oil,3.7|3.3,8.14|6.51
cream|salami|pizza,3.6|4.2|2.0,2.76|5.33|5.04
wine|dessert,1.8|3.0,6.87|7.07
soda|milk,3.8|2.5,3.15|5.71
pretzels|chocolate|wine|rice,4.3|4.2|1.9|4.3,4.15|3.48|11.17|4.01
coffee|pizza|cake|ham,1.8|3.0|2.8|3.3,4.53|5.53|5.36|9.1
vinegar|apple|pretzels|toilet_paper|detergent,4.9|2.3|4.0|2.4|2.9,2.03|3.49|3.45|4.21|4.42
berries|flour|cheese,4.9|3.0|2.4,8.93|1.77|4.11
wine|tuna|potato,4.2|2.9|2.1,2.09|12.14|2.3
butter|hummus|milk|detergent,2.0|1.6|2.0|3.1,6.59|4.97|5.85|4.73
tuna|cheese,3.0|3.2,12.07|4.5
turkey_slices|salami|rice|tuna,1.4|2.0|2.6|5.0,9.8|9.56|7.38|12.93
rice|wine|tea,4.4|2.3|2.9,2.9|1.49|5.26
sugar|orange|vegetables|rice,1.7|3.8|2.6|2.5,1.85|2.93|3.27|4.24
carrot|chips|turkey_slices,2.5|2.1|1.2,3.96|4.63|4.45
lettuce|tomato|chicken,3.0|2.7|1.2,2.54|3.75|14.16
lettuce|hummus|muffin|water|beer,1.7|1.8|4.1|3.2|4.5,3.76|8.96|4.79|11.97|1.07
yogurt|cookies|vinegar|beer,3.2|1.9|4.2|3.2,4.06|4.9|1.72|5.64
carrot|banana|ham|coffee,2.4|1.7|5.0|1.9,2.61|3.57|7.62|5.48
oil|pork|carrot|rice|detergent,3.7|4.8|4.4|4.6|1.8,2.38|8.69|3.05|2.76|7.33
cereal|nuts|apple,4.2|2.1|2.2,4.38|2.52|1.6
turkey|muffin|cake|chocolate|yogurt,1.4|4.0|4.4|4.5|3.7,8.44|2.89|3.42|6.89|3.54
crackers|turkey_slices|sugar|hummus|salt,4.9|1.2|3.0|1.3|3.2,2.61|7.71|4.39|8.91|4.44
dessert|wine|cream,4.2|4.7|4.3,8.8|10.17|4.59
detergent|chocolate,3.5|3.4,4.22|2.42
olives|soap,2.2|3.3,8.41|7.18
rice|muffin|cookies|chips|shampoo,3.6|1.2|2.5|4.5|3.2,3.17|4.82|4.68|6.48|11.48
chips|milk,3.5|3.1,6.68|6.78
salmon|onion|hummus,3.5|4.9|4.9,6.34|1.84|9.76
chocolate|cookies,1.2|2.0,3.91|3.94
salmon|tomato|dinner,2.1|2.0|2.3,8.8|2.08|3.55
beef|coffee|vegetables,1.1|3.3|4.5,6.89|7.84|9.59
pork|turkey_slices|chocolate|coffee,1.0|1.4|3.7|4.2,6.66|6.45|6.98|8.03
flour|berries,1.9|1.2,2.64|9.89
olives|berries|carrot,3.0|1.1|2.9,9.97|9.09|2.94
apple|pizza|ice_cream|beef|chocolate,1.5|2.1|3.4|3.8|4.2,2.67|3.33|4.62|7.37|4.08
juice|flour|pizza|tomato,3.7|1.4|1.6|4.0,3.47|6.51|7.9|1.68
beer|muffin|juice,2.7|1.1|1.9,8.73|1.67|5.42
ham|crackers|cereal,1.2|2.2|1.6,6.06|3.23|7.96
orange|soap|crackers,4.3|4.5|1.4,2.19|11.93|3.16
salami|croissant|butter|muffin|toilet_paper,4.1|1.1|2.8|3.4|2.9,9.92|2.91|6.07|3.32|10.28
bread|banana|croissant|butter|rice,4.5|1.9|3.3|4.6|3.0,5.04|3.44|1.96|4.89|5.78
sugar|berries|milk,2.1|1.1|3.9,5.89|7.3|2.82
salmon|chocolate|chicken|yogurt,4.6|4.8|4.8|1.3,14.34|3.49|12.7|7.15
paper_towels|ice_cream|detergent,1.1|1.5|3.9,3.32|3.1|10.28
olives|chicken|salami|cheese|detergent,1.8|2.0|1.9|3.5|3.3,4.29|9.64|9.01|7.51|8.55
shampoo|orange,3.4|2.1,7.62|3.32
shampoo|cream|soda,2.4|3.0|4.6,3.08|7.19|1.71
vegetables|beer,2.7|1.7,9.23|1.34
pasta|cheese|toilet_paper|water,1.8|4.2|4.3|4.1,5.59|4.68|5.7|11.81
berries|candy|salami|bagel|chips,3.7|3.3|4.5|4.2|2.9,8.27|5.17|7.43|4.66|6.0
vegetables|salt|turkey,2.8|4.4|2.6,4.23|7.71|6.24
shampoo|juice|butter|flour|milk,4.1|4.7|3.4|3.9|3.0,7.36|9.01|4.44|2.54|7.64
beef|toothpaste|cereal|chips|hummus,4.7|1.8|4.1|3.3|1.5,9.12|6.24|4.04|2.35|7.32
juice|soap|toothpaste|onion|tea,2.2|1.8|3.2|4.0|1.7,3.2|11.18|8.36|3.12|7.06
beef|butter|ice_cream|wine,2.5|4.9|2.2|1.4,13.3|7.05|7.98|1.34
cereal|flour|chicken,3.9|1.7|1.8,7.86|5.1|13.4
turkey|cookies|pizza|salami,2.2|2.5|4.6|2.2,5.05|2.06|3.95|9.06
yogurt|salami|toilet_paper|banana|water,3.7|2.8|4.0|3.4|3.8,5.81|7.52|5.0|1.07|4.27
water|wine|croissant|cereal,4.9|1.9|1.1|4.7,6.3|11.45|5.71|5.59
coffee|pasta|oil,1.0|4.3|1.9,8.65|6.53|5.48
dessert|water,3.3|4.3,3.92|5.4
salmon|toothpaste|chocolate,4.9|2.5|2.5,14.04|7.36|2.74
berries|pizza,4.6|4.0,8.08|3.77
paper_towels|tea|soda,2.8|2.4|4.0,9.45|8.46|9.31
soda|rice|butter,2.9|3.4|4.1,9.3|4.18|4.11
cereal|cake,4.4|2.7,4.86|6.0
butter|cake,4.4|4.8,7.03|5.27
dessert|turkey_slices|orange|vinegar,3.1|2.7|2.8|3.6,4.22|4.96|2.32|4.09
yogurt|lettuce|vinegar,2.2|4.0|4.0,4.89|4.0|5.93
bagel|candy|salmon,1.6|1.3|1.4,4.76|3.97|6.58
apple|pasta,2.7|3.7,3.64|3.03
onion|yogurt,3.9|1.4,2.77|3.74
toothpaste|flour|cookies|turkey,3.6|4.4|5.0|2.2,9.15|1.95|2.58|6.0
juice|coffee|chocolate|orange|banana,4.2|2.3|1.7|4.3|3.8,6.46|8.19|5.11|3.19|1.83
ham|salmon|carrot,2.6|1.8|2.5,6.87|6.39|2.19
coffee|candy|olives,3.3|4.6|3.4,3.34|3.36|9.74
milk|cereal|apple|turkey_slices|potato,4.0|1.6|4.5|2.5|3.3,4.22|2.08|3.89|4.19|2.48
salami|rice|vegetables,4.8|3.6|3.4,5.79|2.34|8.97
beef|juice,2.0|2.0,13.1|2.01
turkey|apple|berries|cookies|ham,1.8|3.1|4.1|3.5|2.9,14.36|3.91|6.21|3.36|4.96
dessert|oil|croissant|paper_towels,1.5|3.8|4.9|3.6,6.03|5.58|5.91|9.23
toilet_paper|tuna|bagel,3.0|4.2|3.7,8.33|6.1|4.82
olives|berries,1.4|2.5,8.05|7.27
tea|rice,3.4|1.6,10.81|6.88
beer|hummus|pizza|chips,3.5|3.5|2.0|4.4,2.18|8.5|9.18|5.54
vinegar|turkey_slices|potato|crackers|candy,3.1|4.5|4.6|2.5|2.6,2.38|7.02|3.56|6.87|3.28
chocolate|toothpaste|dessert,2.9|4.2|4.4,2.27|10.11|7.14
turkey_slices|croissant|berries|bread,4.2|4.0|2.4|3.6,5.5|1.95|3.41|5.15
berries|dinner|onion|coffee|vegetables,4.1|4.4|4.0|3.6|2.1,6.08|3.65|3.19|5.53|4.42
potato|ice_cream|dessert|hummus|crackers,2.4|4.4|2.1|4.3|2.8,2.27|2.68|3.46|9.71|2.36
salt|pizza|oil|coffee,1.4|1.9|1.7|3.5,4.72|5.85|4.09|3.9
potato|dinner|chips,4.2|2.6|1.2,2.57|9.07|6.68
toilet_paper|butter,2.0|1.7,6.71|7.12
shampoo|bagel,4.7|1.4,10.84|3.95
toilet_paper|juice,3.9|1.4,4.79|8.31
wine|cookies,2.2|1.2,3.07|2.74
water|chocolate|onion|beer|coffee,3.9|2.3|3.8|4.6|2.4,10.27|3.12|2.36|3.53|9.33
salt|turkey_slices|turkey|dinner,1.0|4.2|2.5|2.0,3.02|9.18|6.42|5.16
carrot|rice|potato|butter|ham,3.8|2.5|4.0|1.2|1.5,1.28|3.0|2.68|4.03|7.87
wine|soap|soda,1.3|4.1|3.2,3.54|7.33|10.04
bagel|shampoo,1.3|4.2,2.37|3.5
oil|ice_cream,2.4|1.6,1.83|7.83
salt|juice|onion|rice,1.5|3.6|2.3|4.1,4.39|6.12|1.94|5.63
dessert|salami,2.7|2.5,6.51|9.13
sugar|salami|salmon|cereal,4.6|2.2|1.3|3.4,4.71|5.09|12.79|5.74
cookies|salmon|chicken,3.9|1.7|2.4,2.6|10.13|14.37
cereal|coffee,1.3|2.3,7.07|7.89
salmon|bread|crackers|juice,1.0|4.4|2.3|1.4,9.28|1.91|3.26|3.17
pizza|croissant,2.3|1.3,4.68|3.17
wine|apple|dinner,2.2|2.3|1.9,2.88|2.8|5.93
pasta|salami|oil|ice_cream,1.8|1.3|1.7|3.4,6.75|6.77|3.33|7.31
beef|berries|soap|cookies|olives,1.3|2.2|1.7|1.6|1.3,9.44|6.7|3.6|4.09|6.71
hummus|cheese|tuna|salmon,4.4|2.3|4.5|4.7,7.44|2.36|6.32|7.4
milk|water|muffin|banana|lettuce,1.4|1.4|2.9|4.4|1.5,5.39|1.86|4.79|2.19|3.81
toothpaste|juice|candy|olives|soap,4.4|1.2|4.3|2.9|1.6,6.3|4.11|4.63|5.98|7.59
flour|salt,2.9|1.7,6.37|6.79
soap|cereal|cake,4.7|4.2|2.1,6.5|3.04|1.51
cereal|toothpaste|toilet_paper,3.7|4.5|1.8,4.33|3.98|7.57
turkey|pizza|chocolate|oil,3.3|2.9|2.1|1.1,7.4|9.58|6.84|1.82
milk|cheese|salt,2.1|2.8|1.9,3.41|2.46|2.97
juice|crackers|detergent,4.7|4.9|2.3,5.39|2.3|4.8
wine|lettuce|soda|dessert,2.8|1.2|3.9|1.5,11.87|3.92|8.84|7.34
hummus|salami,3.6|1.4,4.78|8.58
apple|cookies|sugar,3.3|2.4|1.5,1.69|3.51|3.0
dinner|berries,1.8|4.9,4.64|8.5
tea|yogurt,1.3|3.4,9.23|2.17
beer|candy,3.7|4.3,3.99|3.01
pizza|pretzels|tea|yogurt|detergent,1.3|3.2|3.8|1.0|2.7,6.42|4.36|3.6|5.22|9.22
shampoo|salt|flour|onion|olives,4.8|2.5|1.8|3.0|1.7,5.12|6.74|4.81|3.11|4.44
pork|flour|ham|paper_towels,1.6|2.9|3.6|4.1,11.94|1.85|6.59|10.24
pretzels|tuna,4.1|1.0,2.83|8.97
apple|juice|soda|potato,2.3|2.7|1.3|3.7,1.85|10.24|10.68|3.9
dessert|apple|pork,1.7|2.8|3.7,7.31|1.81|6.69
beef|toilet_paper|berries,4.8|4.2|2.1,11.11|11.39|9.69
chocolate|olives|potato,1.9|2.7|1.2,5.19|4.46|3.54
chicken|bread,4.9|1.7,12.35|2.77
toothpaste|onion,1.1|4.2,9.57|1.55
cream|bread|pasta|shampoo|nuts,3.2|1.7|4.5|3.1|3.6,7.5|2.73|2.45|7.83|5.51
soap|orange|water|ice_cream,3.2|1.1|4.3|2.3,3.91|2.87|3.88|4.45
salami|cheese|milk|pasta|pretzels,3.9|1.9|3.6|1.1|4.2,7.99|7.93|4.12|3.21|3.36
croissant|ice_cream,4.7|2.9,4.48|2.13
olives|coffee|pizza|candy|apple,2.6|3.6|4.9|3.6|2.3,5.8|10.86|6.19|4.17|2.58
vinegar|pretzels,1.9|3.9,5.66|3.17
croissant|toilet_paper|ham|beer,4.5|1.5|4.0|4.3,5.34|5.58|9.12|4.63
berries|bread|turkey_slices,1.2|3.6|3.5,6.08|5.51|6.4
cheese|crackers|tuna,2.4|2.6|3.3,6.59|4.18|12.62
beef|candy|pasta|apple,2.3|2.1|1.9|1.2,6.88|4.49|7.31|2.36
salt|orange|coffee|crackers,3.1|4.6|2.9|4.7,6.83|3.03|10.07|2.17
rice|crackers|wine|coffee|turkey,1.9|4.6|3.4|2.8|1.7,5.39|2.69|6.21|1.27|11.09
pizza|ham|salt,3.6|1.0|4.3,4.76|9.52|6.5
salmon|berries|cake|onion,2.1|2.2|2.5|1.1,8.81|7.24|3.64|3.92
tuna|orange|ice_cream,2.9|4.9|3.8,10.77|3.29|7.51
toothpaste|candy,4.2|3.5,3.17|6.54
toilet_paper|chocolate|soda,3.3|2.3|3.4,5.64|3.78|4.95
dessert|juice|toilet_paper|beef,1.3|1.3|4.4|4.1,8.08|8.79|4.3|5.76
soap|shampoo|pretzels,1.2|1.7|2.8,7.03|3.04|2.88
lettuce|paper_towels,4.9|3.4,3.56|3.96
apple|cereal|pasta,3.7|2.5|3.7,1.8|3.53|4.79
dessert|ice_cream|turkey|vinegar,1.5|3.2|3.7|3.4,6.32|3.23|9.25|4.99
berries|wine|dinner,4.8|2.0|2.8,9.77|7.84|7.34
chicken|beef|lettuce|pretzels|candy,2.2|4.8|5.0|2.9|3.9,7.49|5.32|2.14|2.12|4.96
chips|tuna|coffee|potato,3.6|4.2|3.3|3.6,2.32|11.1|6.4|1.66
candy|butter|paper_towels|berries|water,1.5|1.5|4.9|3.8|3.1,2.86|6.86|9.18|3.49|9.21
soap|water,3.1|1.8,10.76|11.05
orange|rice|chips|butter,4.3|4.1|4.8|3.5,1.81|1.51|4.03|6.48
apple|dessert,1.2|4.1,2.09|6.44
olives|wine|coffee,2.3|3.5|4.4,4.61|5.24|3.53
croissant|salmon|vinegar,4.1|1.1|1.8,4.08|14.38|7.71
ice_cream|dinner,1.3|2.1,6.19|6.62
oil|soap|paper_towels|muffin|tuna,2.6|3.4|1.9|4.5|2.5,3.19|11.75|6.02|3.71|5.02
berries|salmon|orange|tuna,3.6|5.0|1.3|4.9,7.95|6.5|2.04|12.28
cookies|nuts|ice_cream|cheese,3.5|2.2|2.3|4.8,2.14|3.71|3.34|4.76
sugar|chocolate|dinner|cereal|candy,4.6|2.9|5.0|2.6|4.0,7.73|4.85|5.55|6.72|3.31
juice|vegetables|coffee|ice_cream,2.5|3.7|4.8|3.9,7.79|5.36|3.3|6.21
chicken|banana|sugar|ham,1.5|2.4|2.6|3.6,5.61|2.31|6.11|5.11
muffin|chicken|cereal,3.1|4.6|1.0,3.08|8.96|2.83
cheese|chocolate|lettuce,2.8|4.2|4.3,6.44|2.14|3.0
lettuce|chicken|beef|coffee|toothpaste,3.1|1.6|2.9|1.6|2.9,3.04|12.79|13.98|2.11|10.2
coffee|pizza,4.6|4.0,7.84|6.51
detergent|pork|lettuce|nuts,2.4|4.3|1.5|2.8,10.79|7.53|2.6|3.28
soda|beef|cookies|rice,4.1|1.6|1.9|3.6,6.4|7.98|2.09|5.23
hummus|pretzels|cream|sugar|chicken,3.8|1.4|1.8|4.8|1.4,5.88|4.97|4.61|2.33|14.34
salt|ham|milk|salami|dinner,3.6|4.0|3.3|1.3|1.9,4.2|9.52|2.76|8.31|6.85
olives|candy|cake,4.9|3.5|3.5,8.55|3.24|5.01
tuna|beef,3.7|3.0,6.94|13.28
butter|oil|banana|bagel,2.4|4.0|4.0|3.5,6.99|6.06|3.52|3.59
turkey|shampoo|water|pork|orange,2.2|2.9|2.2|5.0|3.0,8.18|3.04|2.01|9.74|3.44
cake|paper_towels|tuna|nuts|rice,1.2|3.5|3.0|4.8|1.4,5.85|9.32|6.68|6.07|1.94
pork|toilet_paper|carrot|tomato,4.1|1.5|2.8|2.8,9.88|8.0|1.38|2.75
lettuce|cookies|pasta,4.2|3.5|4.6,2.3|1.8|2.35
hummus|flour|yogurt,4.1|1.6|2.0,8.76|2.08|5.39
juice|apple,1.5|2.0,4.31|1.42
beer|candy|butter,3.0|4.2|4.3,6.81|3.43|2.74
cheese|crackers|butter|soda|chips,4.6|4.0|4.7|3.2|4.5,7.9|6.98|5.64|11.93|2.78
toilet_paper|berries|chicken,1.6|3.1|1.1,8.91|5.83|10.88
cookies|lettuce|dinner,3.9|3.0|1.5,2.73|2.69|3.46
lettuce|salt,1.8|2.8,3.48|1.72
milk|apple|flour|ice_cream,2.4|3.5|2.0|3.4,4.26|3.96|7.44|6.82
cheese|bagel|paper_towels|tea,2.8|4.5|3.5|2.9,5.5|5.91|7.29|2.08
banana|soap,1.7|1.1,3.78|3.72
turkey_slices|chicken|flour|lettuce,1.2|2.5|1.2|1.3,4.54|14.05|6.34|2.36
detergent|salt|milk,4.0|3.7|2.1,10.0|2.74|7.74
pizza|pretzels|carrot,2.9|3.1|2.8,9.01|6.71|2.55
ham|tuna|onion|muffin,3.9|4.7|4.3|1.2,7.97|6.6|3.43|3.22
chocolate|chicken|shampoo|ice_cream,3.1|1.2|4.4|3.8,3.57|5.97|8.21|6.73
salami|orange|cookies,3.8|4.2|4.1,9.21|1.1|3.95
bread|chicken,3.3|4.4,4.7|7.34
cheese|cereal|juice,1.2|2.1|4.5,5.21|2.23|10.33
ice_cream|bread|vinegar|yogurt,3.1|3.4|3.1|4.0,5.06|5.62|5.06|5.73
butter|oil|cream,4.5|1.8|1.8,6.07|7.07|2.18
sugar|salmon|apple,4.3|4.7|3.4,2.09|9.25|2.17
sugar|soda|bread,1.1|3.4|2.5,4.76|1.52|3.69
soap|salmon|toothpaste,4.3|1.4|3.1,8.66|14.09|8.97
soda|flour,4.3|2.1,1.91|6.77
cake|toothpaste,3.1|4.8,4.91|10.81
turkey|banana,4.8|4.7,11.95|3.88
apple|orange,2.3|4.6,2.49|2.98
bread|croissant|salt,4.6|1.3|3.5,1.61|4.03|2.07
dinner|pasta,4.9|1.3,3.24|7.33
vegetables|soap|toilet_paper|cream,4.8|5.0|1.2|2.2,9.18|8.88|8.07|7.95
dessert|cake|salmon|pasta,4.7|3.5|2.2|4.6,3.38|2.23|6.51|2.53
tomato|salt,3.8|4.7,1.11|4.74
hummus|ice_cream,2.7|4.6,7.85|6.22
cream|flour|pasta,1.9|1.1|2.8,6.29|1.57|2.61
pretzels|turkey,1.2|1.3,5.74|14.71
ice_cream|cream|orange,1.5|1.6|4.2,7.55|6.91|2.04
orange|nuts|pretzels,2.2|3.4|3.7,1.07|2.37|6.46
flour|bagel|hummus|lettuce,2.3|1.0|3.7|3.5,7.47|3.72|7.19|1.79
milk|paper_towels|yogurt|butter,1.9|2.4|2.9|4.4,2.63|7.38|4.58|3.68
wine|cheese,1.2|4.5,5.09|2.13
tomato|vinegar|beer|dinner,3.8|1.3|4.2|4.8,1.82|6.86|3.97|9.51
apple|tea,4.4|4.6,1.46|3.56
dinner|muffin|chicken|crackers|tomato,3.9|3.3|5.0|1.2|1.8,4.54|2.88|9.47|6.4|2.64
cake|ham,3.0|3.2,5.44|9.28
toilet_paper|salmon|beer|onion,2.0|2.0|3.3|3.0,11.18|7.17|9.84|2.73
rice|salt|tomato|detergent|water,1.2|2.9|4.6|1.5|3.8,7.59|3.5|3.85|7.99|10.12
onion|cake|turkey_slices,2.7|1.1|2.5,2.78|3.97|8.12
tomato|pretzels|cake|turkey|sugar,2.2|3.5|3.0|2.0|3.5,3.26|2.73|5.82|12.32|2.63
pretzels|croissant|hummus,3.4|2.6|2.5,4.74|1.63|8.93
berries|paper_towels|detergent|olives|toilet_paper,3.8|2.8|4.4|1.5|2.2,9.45|11.81|6.09|7.52|6.21
yogurt|rice,4.1|2.7,5.23|6.32
tomato|cookies|lettuce|wine,3.7|3.7|4.8|4.0,2.59|3.48|3.14|2.66
bread|hummus|cake|ice_cream|crackers,4.2|2.2|1.1|3.9|3.7,5.9|8.78|4.93|3.22|3.01
dessert|rice|turkey_slices|potato,1.9|3.9|3.9|2.2,7.66|5.29|9.33|1.05
chips|dinner|turkey_slices,4.7|1.0|3.7,2.15|5.56|7.5
lettuce|salmon,3.8|4.9,1.5|11.98
detergent|turkey_slices,3.6|2.9,5.16|8.72
toilet_paper|pork|yogurt,2.9|3.7|1.8,6.6|5.93|4.1
turkey_slices|potato|dinner,4.7|4.9|1.4,6.75|3.81|7.41
cereal|coffee,4.4|3.1,8.0|7.98
tuna|bread,1.8|4.1,11.13|2.11
orange|hummus|vegetables|berries|pasta,2.9|2.5|5.0|2.2|2.9,2.25|7.64|4.38|3.34|4.42
toothpaste|croissant|juice|turkey_slices,3.3|4.5|2.9|2.6,9.28|5.71|7.74|7.56
candy|apple,3.5|3.0,6.01|2.46
dinner|croissant|cookies|vegetables,1.4|4.3|1.3|4.2,7.34|3.26|1.99|4.35
bagel|vegetables|soda,3.7|2.8|4.9,3.99|6.86|7.59
apple|yogurt,3.1|2.2,2.78|6.03
nuts|soap|turkey|bagel|beer,4.3|4.3|3.5|3.9|3.1,3.24|3.68|7.02|3.88|10.52
olives|sugar|chocolate|croissant,3.9|4.7|4.3|4.2,8.73|6.28|4.61|1.61
hummus|pork|milk|nuts|yogurt,4.2|1.3|3.7|4.6|4.5,9.95|7.37|7.1|5.78|4.04
chicken|soda|orange,2.7|4.4|4.2,10.45|8.49|2.31
salami|tea|chips,2.9|1.7|2.8,7.85|1.02|4.15
chicken|nuts,1.6|4.1,11.92|4.72
water|toilet_paper|cream|nuts|detergent,2.3|1.4|2.9|1.4|3.1,8.73|4.7|4.25|4.09|5.29
berries|cheese|orange|milk|potato,1.5|4.3|3.6|3.9|3.5,7.76|3.61|3.64|2.82|2.97
croissant|onion|wine|tuna|hummus,4.7|3.2|4.8|3.3|3.5,2.62|2.55|3.85|10.25|6.57
paper_towels|lettuce|sugar,2.2|1.7|3.1,11.48|1.03|2.44
ham|soap|chicken|butter,4.0|3.9|2.7|2.7,9.09|9.77|8.1|6.47
sugar|onion|paper_towels|cookies|tuna,3.7|4.4|2.5|3.8|3.9,5.2|2.74|3.04|2.61|11.16
bagel|chips|crackers|juice,3.1|1.4|2.7|1.2,2.91|6.41|4.17|10.34
pork|candy|vinegar,2.1|2.2|2.4,5.09|5.62|4.71
salami|chocolate|coffee|banana,3.6|2.2|3.1|4.8,8.51|6.51|4.74|2.98
cereal|shampoo|pork|soap,4.4|3.6|1.2|4.2,2.9|9.43|9.61|6.68
salmon|water|cake|cereal|banana,3.9|2.5|4.4|1.3|4.1,8.97|3.24|3.83|2.67|3.79
rice|ham,3.8|3.6,7.61|8.34
toothpaste|butter,4.3|2.6,6.39|5.86
chocolate|candy,2.2|3.1,3.41|6.28
cheese|shampoo,4.0|4.2,2.21|11.24
cereal|beer|orange,4.5|3.2|4.7,4.33|7.71|1.09
cheese|chicken|cream,1.1|1.2|1.8,4.74|11.54|4.82
detergent|hummus,4.4|3.4,5.34|6.27
cheese|toothpaste|cereal,1.1|1.1|1.9,2.97|7.48|4.51
muffin|turkey|ham|cookies,3.4|4.5|3.3|2.0,4.39|13.44|6.28|4.28
soap|toilet_paper|wine,4.9|1.3|4.6,3.41|6.66|3.27
soap|juice|pretzels|detergent,2.7|3.4|4.6|2.6,9.05|8.0|2.4|11.75
chips|juice,4.8|1.9,4.61|1.45
chips|pasta|cheese,2.2|5.0|4.2,6.03|4.92|3.97
soda|chips|onion|crackers|muffin,3.6|1.3|4.9|4.8|3.1,5.78|4.6|1.93|5.66|2.15
soda|rice|butter|cereal,2.6|3.9|1.7|4.3,7.27|2.15|4.26|4.72
sugar|pork|chocolate|pizza,1.6|2.2|2.4|1.2,6.12|8.54|3.6|5.14
toilet_paper|chips|salt|water,4.3|1.9|3.1|3.9,5.85|4.36|4.87|9.03
coffee|salami|turkey|soda|cream,4.0|1.4|3.7|1.8|4.2,2.54|5.94|7.3|9.82|2.48
bread|beer|banana,3.3|3.3|1.0,5.31|6.98|1.05
lettuce|potato|chicken|ice_cream,2.6|2.3|1.6|4.1,3.17|3.06|8.75|4.17
bagel|paper_towels|pretzels|cheese,1.4|4.6|4.0|3.1,5.95|11.34|2.58|5.67
toilet_paper|tea,2.1|3.2,10.55|6.63
muffin|cereal|cheese|ice_cream,1.1|1.7|1.7|4.5,3.92|5.75|4.36|6.54
oil|shampoo|apple|orange,3.5|3.4|3.4|1.4,5.27|3.7|1.72|3.89
bagel|carrot|beef,3.1|1.5|2.7,2.02|1.95|13.67
onion|salmon,1.1|3.1,3.24|6.39
ice_cream|juice|lettuce,4.6|4.9|3.6,3.59|5.79|1.44
rice|soda|butter|cream,2.8|3.8|4.9|1.2,2.92|3.09|3.64|7.07
ice_cream|pretzels|wine|bread,1.5|3.6|5.0|3.3,6.48|4.2|7.8|3.45
cookies|bagel|vinegar|rice,1.5|4.9|2.4|4.2,5.63|4.77|2.62|2.0
ham|nuts|tomato,2.7|4.1|2.6,4.52|5.41|3.73
oil|vegetables|olives|pretzels|juice,2.8|1.5|2.2|1.2|1.9,2.14|4.46|5.94|3.42|9.34
chocolate|sugar|cookies|onion,3.3|2.0|3.7|2.0,4.73|2.27|4.1|2.95
carrot|cereal|nuts|oil|cheese,1.8|1.0|4.8|3.6|4.8,1.04|1.53|4.47|2.67|3.02
bread|milk|paper_towels|chicken,3.5|4.6|5.0|3.4,2.24|7.62|8.23|10.61
muffin,3.0,3.5
olives|salmon|vinegar,4.2|2.8|3.9,6.16|11.47|6.72
crackers|lettuce|chocolate,2.7|3.8|4.2,3.27|1.17|4.53
bagel|soda|flour|water,2.1|1.1|2.0|1.7,2.01|4.57|6.45|4.32
cake|salt|lettuce,3.5|1.4|4.0,4.28|7.44|1.81
vinegar|ice_cream,3.5|1.5,6.18|5.4
lettuce|croissant|chocolate|muffin,2.3|3.1|4.5|2.0,3.34|1.56|4.15|5.87
soap|beer|candy|chicken,2.0|4.3|3.6|3.9,5.98|2.79|4.11|8.16
oil|shampoo|apple,2.7|3.7|3.4,2.39|3.94|3.39
beef|flour|cheese,3.7|2.5|4.1,9.84|1.73|2.22
cream|cookies|beef|rice|pretzels,3.0|4.9|2.2|2.4|3.9,3.56|1.97|5.62|3.36|2.97
dinner|candy,2.1|2.8,9.16|3.85
pork|soap|chicken|tomato,3.7|1.1|4.0|2.5,7.68|7.94|7.19|1.12
crackers|banana|vinegar,1.2|1.3|3.3,5.47|3.92|2.29
turkey|hummus,4.5|1.3,9.57|6.27
pork|lettuce|vinegar|ice_cream,3.9|1.2|1.6|1.1,11.94|2.99|2.41|7.95
vegetables|croissant,4.3|2.4,6.6|1.83
vegetables|cream|ham|toothpaste,4.3|4.5|1.6|4.9,4.66|5.17|6.93|10.28
salami|milk|butter,2.3|1.7|1.1,6.88|4.72|3.69
detergent|ice_cream|vegetables|cake,4.8|4.5|3.4|3.1,11.43|7.44|8.12|3.79
rice|salami|orange|carrot,4.8|2.2|4.5|2.8,5.69|9.05|1.58|3.24
toothpaste|bagel,3.8|2.7,4.46|4.6
hummus|muffin|apple|oil|bagel,3.3|1.8|4.8|3.1|1.3,5.38|5.92|1.61|6.52|4.0
beef|salami|lettuce,4.6|1.5|4.8,11.49|8.07|1.59
onion|cookies|bread,1.2|4.7|3.5,3.71|4.93|3.19
bread|orange|candy|cream|butter,3.6|2.8|1.5|1.2|2.4,3.01|1.81|4.54|4.64|3.75
soap|vinegar|cheese|dessert,1.5|1.8|1.4|4.7,10.35|7.44|3.49|4.81
cream|bagel|juice|cookies|crackers,4.5|1.2|1.7|1.0|3.8,4.68|5.06|10.55|4.84|6.89
