items,quantities,unit_utilities
pasta|bread|cheese|apple|onion|bagel|candy|vinegar|pizza|wine,1.7|3.7|4.7|3.4|1.3|2.5|1.5|1.1|3.1|4.6,5.95|5.22|5.63|1.53|3.7|4.2|6.39|4.95|8.27|2.03
pasta|cheese|milk|coffee|tea|toothpaste|dessert,4.8|2.9|4.1|2.4|4.2|4.6|4.3,5.24|4.55|3.53|9.42|11.01|3.75|7.19
chicken|milk|coffee|cheese|apple|sugar|onion|bread|candy|salmon,3.1|3.3|3.4|5.0|2.6|1.8|3.2|3.2|1.7|3.2,9.84|7.93|7.35|6.65|2.19|2.4|3.59|2.04|3.15|12.83
milk|cheese|rice|dessert|butter|potato|vegetables|sugar,4.3|2.9|3.4|1.4|2.1|2.5|3.4|3.9,7.58|4.4|5.77|5.01|7.78|1.17|8.42|2.64
apple|bread|coffee|rice|chicken|milk|cheese|wine|pork|cake|yogurt|turkey|muffin,5.0|4.1|2.4|2.6|3.3|3.1|3.9|1.3|1.4|2.1|4.3|4.7|2.4,3.89|2.74|7.67|2.76|14.3|5.45|3.57|5.48|6.06|1.83|3.77|14.47|5.11
pasta|rice|cheese|coffee|vinegar|oil|salami|soda|juice|candy,1.1|1.5|1.3|3.5|5.0|3.7|1.9|2.3|4.8|3.1,1.56|6.91|3.49|2.02|5.88|6.84|4.46|11.25|6.24|3.77
bread|coffee|pasta|turkey|salmon|pork|detergent|tomato,4.1|1.5|1.3|4.8|3.0|1.0|4.4|4.8,5.32|5.08|3.55|13.98|13.81|10.75|5.47|1.55
apple|rice|bread|cheese|pasta|yogurt|lettuce|shampoo|vinegar|soda|croissant,3.1|2.3|1.0|3.7|2.5|1.4|2.4|4.4|1.7|2.1|2.1,3.88|3.73|2.33|4.54|4.22|6.51|2.1|6.61|4.43|7.29|5.91
rice|coffee|cheese|chicken|sugar|cereal|juice|milk,2.7|1.5|4.6|3.5|3.1|2.3|2.9|2.0,7.08|1.52|2.59|6.63|2.9|3.15|10.23|2.58
chicken|cheese|rice|apple|tomato|dinner|pretzels|candy|vegetables|chips,4.9|2.1|2.3|3.0|4.1|2.8|1.3|3.5|2.9|4.8,13.68|5.84|7.54|2.27|2.84|5.83|6.54|2.4|5.41|3.57
coffee|cheese|apple|pasta|rice|oil|wine|soda|cake|soap|croissant,1.9|2.0|4.0|4.0|1.8|2.6|1.4|4.7|2.9|1.2|4.1,6.76|7.98|1.31|5.52|2.05|7.56|5.29|3.52|4.82|6.99|2.07
milk|coffee|rice|chicken|apple|hummus|crackers|tuna|soda,3.8|1.7|3.4|3.5|3.5|3.3|3.1|3.6|2.2,4.08|6.94|6.73|9.42|2.1|5.56|3.52|5.0|9.97
chicken|apple|milk|pasta|water|tea|pork,1.0|2.5|2.6|3.2|2.6|1.7|3.9,8.9|2.14|3.58|4.24|3.64|9.41|14.1
chicken|coffee|rice|apple|bread|vegetables|pretzels|tuna|pizza|cookies,1.1|1.2|3.1|1.7|1.4|2.1|3.9|3.9|1.9|1.6,9.94|4.76|3.53|3.4|5.99|6.25|5.96|8.3|8.9|5.78
chicken|apple|cheese|bread|paper_towels|turkey|potato|milk,4.9|3.9|2.5|4.9|2.0|5.0|1.8|3.9,5.94|3.0|3.25|3.25|11.65|14.36|1.48|6.37
chicken|coffee|bread|pasta|shampoo|beef|croissant|pizza,2.3|1.7|2.1|1.5|4.2|1.0|1.2|4.1,9.75|7.56|3.17|2.08|4.42|5.91|4.28|9.52
milk|coffee|rice|croissant|pork|hummus|salt,4.0|4.2|2.8|1.8|3.8|2.4|1.5,7.39|6.34|4.34|2.83|11.97|5.14|2.71
chicken|apple|rice|cheese|bread|chips|soda|flour|crackers|vinegar,3.0|3.9|4.5|3.5|2.5|3.5|2.3|1.3|4.9|4.3,6.9|3.05|6.48|2.92|2.77|4.05|4.54|2.13|5.29|1.78
bread|milk|vegetables|potato|water|pizza|chocolate,1.2|1.9|3.9|1.1|4.7|3.6|4.7,5.24|4.81|7.47|2.08|9.18|9.23|6.11
rice|chicken|milk|banana|turkey_slices|salami|bread,3.9|3.1|1.8|3.1|2.0|3.5|1.7,6.37|9.15|2.63|2.92|6.15|6.75|4.49
bread|apple|chicken|muffin|olives|tea|tomato,2.3|5.0|2.3|2.5|4.1|2.7|3.9,4.24|2.69|7.14|4.95|9.56|3.79|3.88
pasta|milk|chicken|bread|olives|beef|banana|vinegar|turkey_slices|flour,4.7|3.0|3.3|3.3|1.4|2.8|1.6|2.1|4.6|2.0,3.17|3.8|10.7|4.06|5.3|5.77|1.97|4.64|6.93|7.34
cheese|chicken|coffee|cream|butter|vinegar|lettuce,4.3|2.7|4.5|4.5|1.9|3.6|3.4,2.07|12.77|5.21|3.83|2.25|5.01|1.45
bread|coffee|pasta|rice|candy|ice_cream|tea|salt|muffin,2.3|2.9|4.0|3.2|2.1|2.6|2.7|3.8|4.0,3.66|3.18|4.07|5.21|4.81|7.98|6.77|3.08|2.7
chicken|pasta|milk|coffee|apple|chocolate|cheese|banana|olives|pretzels|tea,1.6|1.2|4.3|1.8|2.5|4.0|4.4|1.4|1.2|4.8|4.7,13.69|6.83|2.08|8.63|1.33|4.25|2.14|1.63|7.23|3.02|6.76
cheese|pasta|coffee|apple|toilet_paper|chips|salmon|butter|chicken|dessert,2.1|2.9|4.8|1.3|3.6|3.7|4.7|2.4|1.4|2.2,7.3|4.01|11.78|2.53|9.39|6.52|9.85|5.58|5.88|4.39
cheese|coffee|milk|pasta|chicken|apple|dessert|tomato|banana|olives|hummus|tuna,1.2|2.0|2.5|5.0|5.0|4.8|4.8|1.9|2.4|2.6|1.5|3.9,5.12|8.46|7.24|5.96|9.17|2.72|5.99|1.94|2.82|6.7|4.79|11.52
rice|chicken|coffee|cheese|bread|olives|hummus|muffin|ham|toilet_paper,2.3|3.2|4.8|1.5|2.3|4.5|3.9|4.1|4.5|2.7,4.17|9.43|11.27|7.36|5.7|5.64|8.67|1.98|5.11|9.86
cheese|bread|milk|salt|bagel|soap|juice|vegetables|cookies,2.5|2.9|1.7|1.9|2.6|4.9|4.7|4.8|1.9,6.03|2.41|3.23|2.65|5.8|6.95|7.79|7.82|5.4
apple|rice|cheese|coffee|potato|turkey_slices|candy|chips|vegetables,3.8|1.2|1.4|2.8|4.5|4.5|2.0|3.2|4.9,1.12|4.02|6.59|11.59|1.57|6.64|6.42|5.87|5.0
apple|cheese|milk|bread|detergent|soda|pasta|croissant|salt,4.8|3.8|1.5|2.7|2.8|1.7|3.4|3.9|1.8,2.36|3.5|6.15|5.58|10.17|8.9|2.3|2.01|4.42
milk|coffee|pasta|cheese|bread|crackers|yogurt|cake|lettuce|shampoo,1.6|1.6|4.1|1.2|2.2|3.9|4.8|2.2|1.7|4.6,7.76|1.04|6.48|2.07|3.74|4.49|6.84|4.24|2.48|4.95
apple|cheese|milk|pasta|chicken|coffee|flour|beef|cookies|butter|lettuce|muffin|yogurt,3.3|3.4|2.3|1.4|1.4|5.0|1.6|2.1|3.6|3.8|3.3|3.2|4.9,3.25|4.16|2.22|6.5|8.23|10.87|6.83|12.58|5.29|2.39|2.41|2.05|7.16
cheese|coffee|milk|pizza|olives|water|dessert|ham,2.1|3.4|2.3|3.1|5.0|2.4|1.5|3.3,5.12|7.95|4.96|4.26|7.66|8.79|9.85|4.01
apple|rice|coffee|bread|pretzels|yogurt|tomato,4.2|1.8|3.6|3.8|2.0|1.3|2.2,2.65|6.49|2.25|3.0|3.98|5.41|3.88
bread|rice|pasta|apple|yogurt|bagel|muffin|juice|shampoo,4.6|2.8|4.3|4.7|1.2|3.1|3.3|3.7|3.2,1.58|5.25|3.66|3.75|6.77|1.8|2.17|10.25|6.05
coffee|rice|cheese|apple|banana|beer|pork|soda,4.8|1.9|2.2|1.4|4.1|4.1|4.7|2.8,1.27|4.64|5.0|1.57|3.77|9.06|10.24|9.53
rice|milk|pasta|cheese|chicken|yogurt|potato|shampoo|croissant,2.2|1.2|4.4|4.5|2.3|4.6|1.4|4.1|4.0,1.65|6.55|5.65|3.26|7.01|3.72|2.6|9.96|4.52
bread|chicken|milk|cheese|tomato|orange|bagel|rice|tuna|turkey,1.3|3.5|2.4|2.8|1.5|2.9|3.7|1.4|1.2|2.7,2.31|10.96|5.56|7.02|3.1|2.85|2.91|6.81|12.13|11.71
pasta|rice|apple|bread|flour|toilet_paper|juice|soda,3.7|3.8|2.9|1.9|1.9|4.4|3.5|4.7,4.05|6.05|3.0|5.05|7.24|7.08|1.33|6.23
apple|rice|chicken|cheese|onion|bread|nuts|cream|banana,2.8|3.4|2.0|2.0|1.6|2.9|1.3|1.8|3.8,2.29|7.87|10.67|4.05|3.08|2.28|5.35|6.44|3.14
milk|cheese|chicken|apple|chocolate|dessert|flour|orange|vegetables|butter,1.9|1.6|3.3|4.0|4.2|4.0|3.6|2.8|2.2|3.5,4.68|3.23|13.77|1.9|5.97|7.76|7.47|3.81|8.02|7.49
cheese|rice|soap|butter|paper_towels|salami,1.0|3.2|4.9|1.4|2.1|1.1,4.59|5.34|8.63|6.27|6.65|6.61
coffee|apple|bread|pasta|detergent|muffin|olives|dinner|bagel,1.3|1.1|3.9|2.9|2.7|5.0|1.3|3.6|2.7,6.02|3.37|4.22|4.27|4.62|3.79|7.31|6.15|3.1
apple|milk|coffee|salmon|ham|candy|yogurt,2.9|2.5|3.3|4.8|1.3|3.9|3.1,3.58|6.5|4.07|10.17|7.14|5.05|3.47
coffee|cheese|paper_towels|chips|milk|soda,4.6|3.3|2.3|2.4|4.9|2.2,2.84|6.17|8.38|3.52|6.71|3.86
cheese|coffee|chicken|milk|apple|croissant|cream|salt|turkey|pretzels|tuna|salmon,4.0|3.4|4.6|4.0|3.6|2.5|1.7|4.1|1.9|1.7|3.1|1.1,7.9|11.64|10.96|6.93|3.51|4.89|4.48|3.99|11.61|5.63|6.67|10.78
milk|chicken|rice|apple|water|turkey_slices|ham|pork|dessert|potato,2.1|3.1|2.7|2.2|4.2|2.5|2.3|3.1|4.8|1.4,5.19|8.54|6.99|2.83|8.17|5.64|5.62|13.02|4.79|2.75
rice|coffee|cheese|bread|chicken|cookies|crackers|dinner|detergent|milk,2.8|1.9|2.1|1.8|1.1|1.4|4.8|3.6|4.3|4.8,5.65|8.79|2.72|5.35|6.3|4.45|6.5|6.96|11.7|7.38
chicken|apple|pasta|coffee|tuna|paper_towels|vinegar|orange,1.6|1.3|4.1|2.5|2.3|1.2|4.8|2.1,9.41|2.48|7.54|7.71|6.78|7.43|2.44|3.31
cheese|milk|apple|chicken|cream|pasta|vinegar|beer,3.6|1.0|1.2|2.6|1.6|2.3|2.6|1.0,6.25|6.63|2.43|9.04|6.37|6.78|1.96|3.48
pasta|rice|apple|cheese|chicken|coffee|onion|pizza|salami|ice_cream|chips,2.8|4.1|3.6|1.7|1.2|2.5|1.8|3.8|4.6|3.5|2.4,2.05|5.61|3.21|2.84|6.93|8.92|2.78|6.42|4.38|5.24|3.54
pasta|milk|chicken|coffee|apple|bread|berries|wine|turkey_slices|shampoo|chips|cereal|pork,1.3|3.9|3.0|1.1|4.6|3.5|2.0|3.6|1.1|3.5|4.6|4.3|1.4,5.47|7.01|5.64|9.99|1.34|4.18|7.31|1.69|5.22|6.04|6.18|6.3|9.02
pasta|cheese|bread|rice|salt|vinegar|chocolate|lettuce,1.5|1.6|2.7|3.8|3.2|2.8|4.7|1.2,2.15|7.08|4.26|6.55|1.6|4.67|2.03|1.54
coffee|cheese|chicken|salt|juice|croissant|muffin,2.1|2.8|2.0|1.7|3.8|3.4|3.9,7.73|2.53|13.26|3.46|5.61|4.01|2.36
cheese|rice|pasta|juice|pizza|beef|butter,1.5|1.6|4.4|4.6|3.0|1.6|4.7,2.32|3.87|2.86|3.77|7.32|13.9|4.72
coffee|pasta|bread|rice|water|croissant|paper_towels,3.4|2.3|1.8|3.7|2.3|4.1|2.3,2.08|6.3|5.41|3.94|3.43|3.62|7.36
bread|pasta|apple|coffee|hummus|chicken|bagel|dessert|butter|soap,2.8|1.7|2.4|4.5|3.4|4.2|3.6|3.4|1.7|4.9,5.35|2.06|3.57|6.38|9.97|10.92|5.27|4.95|6.38|9.63
bread|apple|pasta|toilet_paper|paper_towels|coffee|yogurt|olives,3.9|3.0|2.7|2.6|4.2|3.8|1.4|3.0,1.87|3.26|6.01|6.66|4.96|4.94|3.43|9.99
apple|chicken|coffee|rice|oil|cheese|soda|vinegar,4.5|2.6|4.2|2.5|2.9|3.5|4.4|1.3,3.68|8.33|1.36|4.27|3.25|7.68|6.97|6.66
cheese|chicken|pasta|toilet_paper|tomato|butter|potato,2.9|1.2|2.5|3.6|3.8|3.2|4.1,2.83|8.35|5.01|8.84|3.21|6.51|3.61
rice|chicken|pasta|cheese|coffee|butter|carrot|soda|beer,4.3|2.9|3.1|4.3|4.6|2.8|2.5|3.7|3.8,7.86|13.83|2.72|7.3|1.96|4.34|1.54|11.54|1.85
chicken|coffee|apple|rice|cheese|pizza|hummus|crackers|bagel,2.4|2.8|3.6|2.2|1.3|4.5|1.9|4.8|3.6,9.12|4.77|2.94|3.62|5.56|7.88|9.05|4.23|2.87
pasta|chicken|rice|bread|apple|soap|muffin|tuna|salami,3.5|1.6|3.1|1.7|1.7|3.8|4.6|4.2|1.6,2.26|14.94|5.23|3.48|2.11|4.85|4.68|11.66|9.87
chicken|cheese|bread|pasta|onion|beer|muffin|soda|orange,1.0|4.0|4.9|2.3|3.8|2.9|2.2|4.8|4.9,10.74|2.88|4.04|7.39|2.33|8.58|4.79|10.9|1.42
chicken|apple|rice|ice_cream|butter|vegetables|candy,1.9|4.7|2.1|1.1|3.2|2.8|3.7,5.87|2.54|2.76|3.91|5.63|9.6|6.54
apple|coffee|milk|chicken|banana|soda|nuts|beef|toothpaste|cereal,2.7|2.8|1.7|3.9|4.6|3.9|2.7|4.3|3.4|1.6,1.91|11.87|5.15|8.35|3.8|7.5|3.88|5.07|8.75|3.28
cheese|coffee|rice|bread|potato|crackers|yogurt|detergent,2.2|3.2|2.9|1.1|1.0|2.1|4.8|4.3,4.84|8.19|7.3|3.38|2.48|5.44|3.47|4.07
apple|pasta|cheese|chicken|salmon|dessert|hummus|flour|carrot|cereal,1.1|2.0|3.3|1.6|2.8|3.8|2.4|1.2|2.4|3.5,3.87|1.82|3.75|11.39|5.77|4.36|7.77|6.47|2.8|2.59
rice|coffee|chicken|bread|candy|flour|milk|wine|carrot,2.9|2.4|4.6|1.4|1.6|1.9|1.8|4.6|3.5,6.9|6.78|10.32|3.98|5.78|2.24|4.76|1.84|3.46
apple|chicken|rice|paper_towels|chocolate|vinegar|lettuce,3.8|1.1|4.3|1.9|4.4|1.6|1.9,1.38|6.3|2.01|9.22|5.92|2.01|3.32
milk|rice|cheese|chicken|cream|dinner|oil|salt|toilet_paper|paper_towels,1.7|2.4|1.4|4.4|4.8|4.8|2.4|1.6|3.0|3.9,3.45|5.21|2.59|10.78|2.08|4.52|2.75|3.33|11.11|7.83
pasta|rice|apple|dessert|cookies|dinner|bread,4.3|4.9|2.7|3.1|2.6|4.0|2.3,4.53|4.88|2.49|5.53|2.8|8.05|1.87
milk|chicken|cheese|pasta|apple|soap|cookies|cream|detergent|juice|dinner,1.7|5.0|3.0|1.4|2.8|3.6|1.3|1.6|2.6|3.4|1.4,7.55|14.78|2.39|7.84|2.02|8.35|5.96|2.74|10.54|8.98|4.95
rice|pasta|chicken|coffee|olives|wine|muffin|soda|croissant|water,1.9|4.8|1.1|4.0|4.3|3.0|1.1|1.7|3.4|2.3,3.47|5.55|12.6|8.27|7.12|6.41|3.6|4.23|3.74|6.55
rice|cheese|milk|pasta|croissant|soda|soap|tea|yogurt|cookies,3.6|4.1|4.5|1.7|2.7|2.2|2.6|4.1|3.3|3.0,5.1|5.24|4.82|5.15|2.2|1.61|5.37|7.5|4.27|4.54
chicken|milk|rice|coffee|cheese|paper_towels|lettuce|bread|tomato,2.4|3.6|2.0|3.6|3.4|4.6|1.3|2.2|2.4,5.2|3.96|4.5|10.5|5.41|11.11|1.8|4.63|2.76
apple|cheese|rice|milk|coffee|lettuce|beer|vinegar|pretzels|tomato,2.7|3.0|4.4|4.1|4.4|3.1|2.1|1.2|5.0|2.6,1.68|6.46|2.1|7.07|2.04|2.01|1.74|6.71|4.38|1.63
coffee|chicken|rice|apple|crackers|onion|pizza,2.8|4.1|1.7|1.1|3.8|4.5|3.3,3.34|14.62|6.32|2.4|6.69|2.6|7.3
pasta|coffee|milk|bread|apple|vinegar|soap|onion|shampoo|toilet_paper|pizza,2.1|2.1|1.6|3.7|1.9|2.0|1.6|1.1|4.2|2.2|2.9,7.94|5.64|7.43|2.41|1.82|1.69|10.11|1.83|7.96|8.8|3.3
rice|milk|pasta|chicken|paper_towels|dinner|toothpaste|onion|detergent|soap|pork,3.3|3.0|1.5|3.7|3.3|4.1|3.1|3.0|1.4|3.4|4.1,3.54|6.99|6.29|13.06|9.7|9.55|4.96|1.32|4.93|5.47|9.08
apple|chicken|pasta|coffee|dessert|salami|toothpaste,4.7|2.5|3.9|4.3|1.1|4.9|3.4,3.52|11.62|7.62|8.6|8.52|5.44|7.97
coffee|pasta|cheese|bread|tea|milk|salami|ham|toilet_paper|apple,4.7|4.0|2.2|4.4|1.6|2.8|2.3|4.2|3.6|4.2,4.01|2.02|6.68|3.71|9.11|7.56|6.0|6.53|11.27|1.3
coffee|cheese|chicken|rice|cereal|soda|butter|vegetables,3.5|4.2|1.5|2.6|3.5|2.3|1.3|1.6,6.68|7.82|13.31|6.46|7.01|8.54|6.76|5.24
rice|bread|cheese|chicken|milk|carrot|potato|detergent|nuts,3.2|3.4|1.9|1.4|2.8|2.0|4.4|1.2|3.5,5.4|2.17|7.75|6.7|5.4|1.04|2.58|9.96|6.64
milk|coffee|bread|rice|chicken|apple|bagel|soap|chocolate|olives|tuna|dinner,2.6|1.6|2.2|2.0|3.5|4.6|2.5|3.7|2.8|1.0|1.5|2.3,6.16|8.56|4.71|6.1|12.36|1.77|1.93|3.53|3.66|5.41|14.08|9.98
milk|cheese|apple|pasta|dinner|bagel|paper_towels|yogurt,1.7|1.7|3.0|2.4|2.9|1.4|3.8|2.7,3.56|3.88|3.94|4.74|9.81|2.76|6.25|4.58
cheese|rice|chicken|pasta|olives|vinegar|muffin|soap|berries|sugar,1.2|1.6|1.9|1.1|2.0|3.8|2.7|5.0|4.7|1.2,4.14|6.11|9.85|4.7|9.08|7.13|2.06|3.84|9.08|2.67
coffee|rice|cheese|bread|olives|milk|vinegar|cookies|toilet_paper,2.0|3.0|1.4|2.3|2.1|4.9|1.5|2.5|4.7,2.17|3.6|2.17|3.57|8.25|4.88|5.58|2.71|8.92
pasta|coffee|chicken|salami|nuts|beef|butter|vegetables|orange,1.2|1.3|4.8|2.5|2.6|1.7|4.9|4.5|1.4,7.04|2.79|12.79|5.71|5.76|11.54|2.72|6.44|2.3
pasta|cheese|chicken|milk|bread|soda|potato|salmon|chocolate|ice_cream|coffee,2.5|1.7|3.5|1.4|3.1|4.9|3.7|3.6|3.9|4.7|3.1,5.71|2.5|9.68|2.48|5.11|4.3|3.95|11.84|3.5|3.49|5.71
cheese|pasta|coffee|juice|flour,2.4|3.3|4.1|1.1|4.0,4.78|6.61|10.27|1.5|4.21
chicken|coffee|rice|apple|toilet_paper|flour|beef|cream|hummus|salmon,3.7|2.7|1.1|2.6|1.1|3.6|2.8|2.6|3.6|4.0,12.26|4.33|6.79|2.85|9.22|7.76|11.75|6.83|4.53|6.35
milk|pasta|rice|bread|vegetables|tea|pizza|salt,1.8|2.2|2.9|2.9|1.1|1.7|1.6|3.8,7.78|4.56|7.09|4.13|4.41|7.26|8.84|1.83
milk|rice|apple|beer|candy|cereal|olives,1.1|2.6|3.1|3.9|4.7|4.6|4.5,3.39|1.89|1.06|7.34|4.77|3.24|7.89
milk|cheese|coffee|apple|bread|juice|tea|beer|chocolate|dessert|ham|soap,3.9|2.9|4.5|3.9|2.6|2.7|4.8|3.6|2.4|2.9|4.9|1.6,3.24|6.14|1.95|2.45|2.28|2.72|6.41|9.73|6.72|6.46|5.41|8.01
chicken|coffee|bread|shampoo|beer|sugar|lettuce,1.5|1.9|3.2|2.9|5.0|4.1|4.1,12.7|7.13|5.53|10.68|10.61|5.43|1.31
pasta|apple|rice|bread|pretzels|salt,4.8|4.3|1.2|1.4|3.5|4.5,7.42|1.47|3.4|3.49|4.53|6.26
bread|chicken|rice|milk|hummus|vinegar,4.3|2.9|2.1|1.7|2.1|3.9,3.37|11.29|3.1|6.52|7.18|6.62
rice|apple|sugar|tomato|cheese|muffin|milk,4.2|4.8|1.3|2.3|4.9|1.7|1.2,6.43|2.98|5.67|3.71|2.35|4.34|6.28
apple|pasta|coffee|rice|chicken|lettuce|detergent|paper_towels|pretzels|muffin|onion,3.6|4.6|3.5|3.5|2.8|2.4|4.2|3.6|4.1|4.5|1.3,2.61|4.03|8.91|7.22|10.2|2.62|4.92|7.61|3.56|3.03|2.91
milk|rice|cheese|bread|vinegar|pasta|olives,1.2|2.5|3.5|2.4|1.2|3.6|1.5,3.79|6.29|4.72|5.92|6.74|7.93|7.39
chicken|rice|coffee|pasta|wine|turkey|orange|candy,4.3|2.4|1.4|3.8|4.3|1.3|1.2|4.6,9.76|4.4|5.06|4.92|7.47|10.19|2.18|3.32
coffee|pasta|apple|bread|beer|water|soda|salami|wine|chips|dessert,2.8|1.1|1.6|3.2|4.7|1.5|4.4|1.4|2.5|2.2|3.1,2.3|3.48|2.12|2.82|1.31|2.57|9.62|6.53|11.31|3.53|4.98
rice|apple|milk|chicken|coffee|candy|nuts|paper_towels|salt,2.9|3.9|3.4|4.0|3.0|2.8|2.8|2.8|4.5,3.61|3.4|5.99|9.1|3.56|3.98|4.7|11.62|7.29
coffee|rice|cheese|nuts|croissant|chicken|pretzels|candy,1.2|3.3|1.8|2.9|4.6|1.5|4.7|1.7,1.21|6.61|3.47|5.53|5.49|9.44|6.03|5.03
cheese|apple|pasta|chicken|bread|milk|potato|ice_cream|hummus|crackers|tuna|cookies|vinegar,1.6|4.8|3.7|1.2|4.8|1.7|3.9|2.2|1.4|1.6|4.6|2.0|4.8,7.4|1.16|3.06|10.97|2.56|5.05|2.51|7.7|5.62|3.59|10.53|1.79|1.69
pasta|milk|cheese|vinegar|berries|croissant|nuts|soda,4.4|3.0|4.1|1.6|3.2|1.7|2.0|4.8,7.75|5.33|2.25|6.78|9.73|4.29|5.27|2.84
pasta|apple|cheese|rice|carrot|tomato|pizza|candy,3.0|1.2|4.0|3.3|2.2|2.6|1.5|1.6,5.12|1.84|4.59|5.47|3.87|1.95|7.77|3.71
pasta|coffee|chicken|bread|salami|orange|toilet_paper|bagel|ham|pretzels,1.0|1.0|1.7|3.2|3.8|3.0|2.6|1.3|4.5|3.6,5.0|10.82|13.16|3.5|4.74|3.92|6.39|4.21|6.32|6.2
milk|chicken|bread|cereal|oil|dinner|rice,1.8|4.3|3.5|4.2|1.9|4.9|4.9,2.22|9.93|4.67|5.44|1.55|9.89|5.65
rice|cheese|apple|berries|nuts|dinner,1.3|1.5|1.3|2.0|3.3|1.9,4.9|6.69|1.58|7.75|6.96|7.85
coffee|pasta|milk|apple|soap|orange|onion|croissant|wine,3.0|3.1|1.2|3.9|1.2|4.7|3.1|2.3|2.6,4.68|7.22|6.85|3.97|5.03|3.07|3.87|5.63|3.17
chicken|coffee|milk|apple|rice|cheese|pizza|lettuce|turkey|bread,1.2|2.3|4.2|4.8|4.1|3.5|4.1|3.5|3.3|1.3,5.61|1.37|3.88|3.54|1.92|2.77|9.43|2.33|8.01|4.32
milk|rice|onion|pretzels|shampoo,4.1|3.5|2.8|2.9|2.7,5.72|2.16|2.95|5.38|3.23
cheese|milk|coffee|rice|paper_towels|croissant|wine|tomato|water|pizza,1.7|1.6|1.2|1.5|3.3|3.1|3.6|2.4|3.3|3.2,2.87|4.82|7.64|3.39|11.73|3.83|8.23|1.43|3.61|8.73
apple|bread|pasta|salt|lettuce|dinner|dessert,4.9|3.4|2.3|3.3|4.9|3.5|2.7,1.49|3.54|6.63|1.77|1.66|3.03|4.56
apple|bread|rice|sugar|carrot|onion|detergent|milk,1.0|2.4|3.2|1.6|2.8|3.5|4.7|2.4,3.93|2.4|3.35|2.92|1.79|1.52|10.63|3.48
milk|rice|pasta|coffee|carrot|salt|bread|ham|banana,2.0|4.2|3.6|4.8|4.9|5.0|4.5|4.5|1.3,2.87|7.51|6.67|3.11|2.13|3.93|4.2|9.86|1.73
rice|cheese|chicken|muffin|turkey|pizza|tuna,1.5|3.0|3.3|3.0|3.9|4.1|4.2,5.5|3.0|8.88|5.47|12.51|5.62|10.19
chicken|coffee|apple|salmon|onion|ham|candy|yogurt,1.9|1.8|4.5|2.6|2.2|4.6|3.3|4.7,8.74|7.06|1.4|5.84|2.33|6.11|4.92|4.79
apple|rice|chicken|cookies|pork|vegetables|tomato|ice_cream|soap,3.1|3.6|4.1|4.7|1.4|1.3|1.2|1.8|1.8,1.99|3.47|13.16|4.58|7.74|7.94|3.99|7.99|9.77
milk|chicken|rice|apple|candy|berries|juice|wine|oil|muffin,2.6|1.9|4.0|2.9|3.1|4.1|4.0|3.9|2.8|4.2,3.88|6.88|6.51|3.09|3.05|6.15|7.14|5.12|5.25|2.08
apple|coffee|chicken|bread|oil|vinegar|dessert,2.2|3.3|3.3|1.1|1.6|4.9|5.0,2.7|9.79|14.14|4.08|4.04|3.98|9.64
cheese|bread|milk|soda|paper_towels|ice_cream,3.2|1.1|3.8|3.0|1.7|1.3,7.78|2.78|3.4|8.26|3.63|2.34
bread|rice|apple|chips|water|cream,4.8|4.5|1.5|1.8|2.7|3.8,3.64|5.42|3.82|4.94|6.53|6.11
bread|pasta|apple|rice|cheese|orange|nuts|water|juice|yogurt|ice_cream,3.6|4.7|2.4|4.4|4.2|2.6|4.3|4.4|2.7|1.7|3.5,3.44|4.0|2.98|6.04|2.57|3.1|2.22|10.74|2.74|7.3|5.23
coffee|bread|apple|olives|crackers|cream,1.4|4.1|2.3|2.8|2.0|3.0,6.08|1.83|3.08|8.5|3.91|6.48
apple|milk|pasta|chicken|oil|water|cream|crackers|turkey,4.8|1.6|4.3|4.4|1.7|1.1|1.4|2.2|3.1,2.17|2.47|6.46|11.77|2.5|4.94|3.3|2.17|11.75
apple|milk|coffee|cheese|berries|bread|dessert|tea|chocolate,1.2|2.5|1.8|2.0|4.6|1.8|1.1|1.1|1.1,3.46|6.08|1.69|7.75|3.68|5.26|7.65|8.96|2.22
rice|chicken|coffee|cheese|ham|potato|pork,1.4|2.3|1.1|3.6|1.0|1.9|1.9,5.78|7.78|7.86|2.26|9.31|2.23|12.68
pasta|milk|cheese|rice|bread|chocolate|hummus|dessert|dinner|orange,3.5|4.5|2.3|4.4|2.9|2.3|3.4|3.3|2.5|3.6,3.01|5.52|7.93|3.01|4.27|6.48|5.85|8.17|8.3|2.86
bread|apple|vegetables|pork|pasta|olives,2.8|4.5|1.5|2.3|4.1|1.2,5.06|2.24|8.69|12.51|2.99|8.4
bread|cheese|pasta|coffee|pretzels|potato|orange|tea|milk,4.5|1.3|1.8|3.5|1.6|1.8|1.4|3.4|4.3,5.69|3.42|2.01|8.97|3.56|3.17|1.73|2.94|3.49
cheese|pasta|bread|rice|apple|tomato|carrot|juice|coffee|pretzels|tea,1.6|4.8|2.9|4.0|2.7|1.3|4.6|2.2|3.1|3.2|1.7,4.28|3.49|2.77|5.15|2.44|2.0|3.14|3.15|11.08|2.02|10.48
apple|pasta|chicken|vegetables|chocolate|onion|yogurt|ham|potato,3.3|1.8|2.7|2.0|4.7|3.9|3.0|3.0|3.8,3.09|5.73|14.27|8.15|3.21|1.1|6.88|7.79|3.03
