items,quantities,unit_utilities
bread|lettuce|pretzels|ham|butter|chocolate|shampoo,3.4|1.4|1.5|2.6|3.3|1.4|2.0,4.24|2.39|3.84|8.16|3.31|2.52|3.45
orange|yogurt|ham|cereal|apple|cheese,1.6|1.0|3.4|2.6|4.5|1.8,1.46|4.58|6.87|5.66|1.58|6.23
coffee|potato|cheese|salmon,3.7|4.5|1.8|4.9,7.81|3.03|3.1|9.85
beef|turkey_slices|soap|ice_cream|vegetables|croissant,3.3|3.8|1.6|2.2|4.4|2.1,11.43|5.36|3.86|5.87|4.71|2.32
pizza|apple|beer|turkey_slices|salami|cheese|ice_cream,2.1|1.8|1.1|3.2|5.0|1.1|3.8,5.68|2.24|11.12|8.91|9.03|6.09|5.15
bread|chicken|flour|tomato|toothpaste,4.1|4.5|1.6|1.1|4.9,1.68|10.83|2.29|2.54|4.06
turkey_slices|juice|carrot|orange|onion|beer,3.2|2.4|4.0|1.6|1.5|2.9,7.6|6.45|3.41|3.4|2.18|10.2
pork|cake|vinegar|juice|tuna|lettuce,2.0|1.5|1.2|1.7|5.0|2.1,6.39|4.71|7.98|3.36|8.62|3.02
soda|crackers|pork|berries|carrot|hummus|oil,4.8|2.3|1.8|4.2|2.2|2.4|3.0,5.83|6.32|7.81|7.33|3.93|7.41|6.92
vegetables|cookies|oil|olives|carrot|turkey_slices|croissant|butter,3.7|3.8|4.8|4.7|2.5|3.8|1.1|4.1,4.13|4.02|7.72|4.06|3.62|7.83|5.39|4.22
onion|shampoo|soap|toilet_paper|chips|potato,4.5|2.9|2.9|4.4|2.4|4.5,1.8|10.69|4.6|8.53|6.13|1.43
rice|banana|cookies|candy|orange|yogurt|cake|chips,3.3|2.0|3.1|4.9|2.6|4.2|2.8|4.5,5.23|2.05|2.8|4.9|1.05|2.11|4.28|2.05
paper_towels|salt|chocolate|cake,1.5|3.6|1.2|4.4,8.89|5.34|6.43|3.85
croissant|chocolate|candy|sugar|bagel,2.0|4.1|2.4|4.2|2.4,3.78|5.64|5.28|1.79|4.68
cheese|sugar|turkey|detergent|toilet_paper,1.6|2.1|4.7|4.2|2.1,4.6|5.07|13.93|10.96|6.11
cheese|toothpaste|crackers|carrot,2.9|4.0|4.4|1.1,3.01|10.4|3.4|1.75
pizza|toothpaste|cream|nuts|bagel|dessert,2.7|4.6|4.2|2.6|1.8|3.7,8.49|3.52|3.13|3.56|3.68|9.93
cream|yogurt|chocolate|salmon|shampoo|vegetables,4.6|3.9|3.0|3.4|3.5|4.1,7.0|6.29|5.97|6.67|6.73|8.88
pork|sugar|onion|muffin|candy,2.5|2.3|2.3|1.3|3.0,12.02|7.24|1.46|2.73|5.69
onion|hummus|potato|cereal,2.1|3.9|4.0|2.0,2.21|5.02|2.81|1.91
chicken|cream|flour|crackers|soap|beef,4.1|4.3|2.8|2.2|2.0|3.3,8.31|3.87|5.57|3.73|10.54|12.21
dessert|pork|cereal|turkey_slices,3.4|3.4|2.8|2.0,5.41|5.1|5.86|9.9
bread|chips|toilet_paper|pretzels,5.0|2.5|4.3|3.1,1.94|4.54|5.53|2.66
cream|turkey_slices|bagel|cake|chicken|carrot|soap,2.2|1.8|4.3|3.2|1.5|1.8|1.4,5.02|5.78|5.81|5.12|10.67|3.43|10.42
salt|hummus|croissant|carrot,3.4|4.4|3.7|1.3,7.65|8.03|5.05|3.75
apple|croissant|vegetables|oil,3.6|4.3|1.6|3.8,2.81|1.83|7.82|1.94
soda|coffee|bread|toilet_paper|beef|salami,1.2|3.2|2.5|2.4|1.9|4.9,4.77|7.01|5.2|8.93|8.79|6.48
croissant|cheese|ham|cake,2.2|4.7|3.5|2.7,2.54|4.92|8.28|4.46
apple|beef|oil|berries|crackers,4.8|3.5|1.2|3.2|3.0,1.76|7.07|3.35|3.62|6.79
salt|wine|cookies|water|tomato|hummus|salmon,4.2|1.3|1.2|2.1|4.5|1.7|4.9,7.46|2.61|5.75|4.25|1.35|5.0|12.45
detergent|tuna|lettuce|rice|toothpaste|dessert,3.3|1.7|3.3|2.9|4.8|3.4,6.25|7.89|1.11|3.89|8.13|7.28
juice|cake|muffin|orange|olives|berries,4.2|2.4|1.6|3.9|1.7|4.2,9.02|5.2|5.78|3.19|4.85|3.01
cereal|cake|juice|paper_towels|olives|orange|shampoo,2.0|1.3|3.6|4.0|3.9|2.5|4.4,6.74|3.19|5.83|6.92|4.4|3.26|6.78
chicken|beer|hummus|bagel|wine|rice|muffin,3.0|1.5|1.0|1.7|2.0|4.9|4.3,6.37|8.74|8.62|1.94|10.53|2.31|5.4
cream|salmon|pasta|muffin,1.6|1.5|1.7|2.2,5.45|11.3|3.52|2.94
oil|chips|ice_cream|butter|cereal|berries|chocolate,1.4|2.1|4.7|1.3|2.3|4.8|4.5,4.9|4.19|3.32|5.35|4.5|7.69|3.4
ice_cream|turkey|tomato|candy,1.4|4.4|4.9|2.6,3.32|14.99|1.27|4.31
salt|crackers|pizza|beer|juice|pretzels,2.1|1.4|1.2|4.0|2.2|2.8,4.02|3.35|9.65|1.15|4.13|2.32
pasta|soda|candy|nuts|dessert,1.9|3.4|2.4|2.7|3.3,4.59|6.37|6.29|5.06|4.76
crackers|beef|candy|pretzels|bread,1.4|4.9|2.3|2.3|1.0,2.8|9.38|6.43|2.92|4.83
apple|milk|salami|tea|detergent,4.7|4.6|3.4|4.9|2.7,2.95|6.81|6.52|2.05|7.15
milk|paper_towels|turkey_slices|salmon|shampoo|orange,4.3|2.8|4.4|3.2|1.6|4.6,4.59|3.13|5.0|5.26|3.46|1.9
cereal|pretzels|carrot|milk|onion|banana|hummus,4.4|1.6|4.0|2.6|2.4|1.4|3.2,7.59|4.74|1.44|2.83|1.5|1.52|4.42
coffee|onion|apple|toilet_paper|chocolate|pizza|croissant,1.6|2.0|2.9|1.1|3.4|4.8|2.2,1.17|1.77|3.25|5.21|4.4|5.22|5.32
cream|lettuce|olives|ham|bread,4.7|1.7|1.4|1.2|3.2,3.12|3.05|6.03|4.45|5.38
sugar|chocolate|soda|crackers,2.5|1.9|2.0|4.4,7.51|6.96|3.93|5.76
pizza|tea|lettuce|chips|onion|muffin|soda|olives,3.0|2.5|1.8|3.6|4.9|1.5|3.9|2.5,7.94|2.43|1.1|4.36|1.06|5.35|9.6|8.17
salt|tea|tuna|ice_cream,4.5|4.3|3.0|2.7,1.81|2.11|7.57|5.23
wine|butter|croissant|vegetables|banana|paper_towels,3.8|3.7|2.5|2.9|4.9|4.2,11.72|2.25|4.33|7.14|3.59|3.22
water|ice_cream|salami|toilet_paper,4.6|1.3|4.7|4.3,4.81|4.58|8.81|5.41
ham|vegetables|nuts|tuna|paper_towels|cheese|bread|oil,3.8|2.4|3.1|1.1|3.5|4.0|3.5|4.8,4.61|5.33|4.24|5.59|3.54|3.16|2.17|1.69
tea|rice|vinegar|turkey_slices|cheese,3.4|1.2|1.7|4.2|4.0,2.63|4.07|2.69|7.11|4.52
orange|onion|salami|chicken|toilet_paper,2.2|4.0|3.6|3.5|4.3,3.16|2.51|8.5|5.33|5.25
apple|cake|shampoo|tea|ice_cream|pizza,4.1|2.8|3.3|2.8|3.3|3.3,1.29|2.74|8.04|10.93|6.96|5.73
orange|soda|beef|cake|sugar|wine,4.5|3.0|4.6|4.4|2.8|1.5,2.39|3.54|12.81|5.65|5.79|2.26
toilet_paper|butter|banana|salmon,3.5|1.9|1.2|4.2,5.41|5.12|3.25|7.58
yogurt|chicken|beef|cookies|toilet_paper|cereal|ice_cream,1.2|4.8|3.9|2.0|4.2|1.8|4.7,7.3|14.61|10.2|2.7|4.45|6.16|6.06
turkey|butter|milk|turkey_slices|croissant|potato|shampoo,1.1|2.6|4.9|1.5|4.3|2.3|2.0,6.15|6.41|6.44|5.77|5.09|3.82|5.39
tomato|pasta|dinner|carrot|cereal|cream,3.9|3.9|4.0|1.4|4.9|2.5,1.2|3.4|5.63|2.76|5.31|2.39
oil|candy|ice_cream|dinner|banana|sugar,1.7|4.9|2.6|2.9|3.3|4.8,1.89|2.81|3.64|3.95|3.9|1.92
crackers|oil|candy|toilet_paper,2.6|1.8|2.9|3.2,5.7|6.89|2.42|7.52
candy|detergent|butter|tomato|paper_towels|sugar,3.8|4.4|3.1|1.5|4.4|2.5,5.3|9.48|3.85|3.49|11.13|7.02
chips|croissant|water|toothpaste|onion|yogurt|chocolate,3.1|4.3|2.5|2.5|2.7|3.6|4.5,2.2|3.24|7.5|11.92|2.21|6.59|2.06
berries|water|lettuce|beer|carrot|turkey,2.4|3.5|4.8|1.0|3.8|4.0,7.66|7.32|2.29|7.93|1.6|12.11
cheese|ice_cream|cream|lettuce,2.5|3.8|1.0|1.5,6.78|4.0|6.64|2.05
dinner|beef|vegetables|cheese|salmon|chicken,2.7|4.5|4.0|1.3|2.3|1.3,8.18|6.27|9.06|7.79|6.05|5.49
turkey|banana|vinegar|potato|ice_cream|oil|dinner|shampoo,2.0|3.2|1.7|2.6|3.6|4.8|1.3|2.8,8.38|2.91|5.94|3.76|7.57|7.48|6.75|10.36
pizza|yogurt|orange|butter,1.7|2.7|2.0|2.0,4.33|3.11|3.5|7.34
cheese|pasta|detergent|flour|paper_towels|toothpaste|apple,3.7|3.5|2.2|3.1|2.4|3.0|1.7,7.42|4.07|5.56|4.86|5.04|11.05|1.68
beef|ice_cream|vegetables|detergent|cake,1.3|3.4|2.9|4.5|2.1,7.33|5.84|8.35|4.18|2.74
cookies|paper_towels|berries|tuna|cheese|hummus|salami,1.9|4.1|4.5|3.5|2.1|4.5|3.3,4.87|5.2|7.29|7.19|5.6|9.82|8.87
beer|rice|detergent|cheese|salmon|toothpaste|pork,4.1|3.6|4.7|3.3|3.9|2.8|1.3,8.64|7.77|7.06|3.62|11.95|3.67|10.18
pretzels|yogurt|juice|candy|banana|bread|salt|muffin,4.3|3.5|3.2|3.3|4.7|4.6|2.6|3.7,5.44|3.55|2.24|6.21|1.52|4.34|5.83|2.64
vegetables|coffee|toothpaste|salmon|toilet_paper,1.1|4.1|3.1|2.8|2.4,7.55|10.61|3.46|7.67|11.69
turkey_slices|cake|cookies|chips|candy|juice|potato,1.1|3.1|2.2|3.1|4.1|3.5|2.4,8.55|2.85|5.69|6.87|5.04|3.57|2.04
muffin|nuts|apple|tea|crackers|potato,4.6|4.8|4.6|4.8|3.6|4.4,5.88|2.93|1.69|4.13|3.1|1.83
carrot|potato|vegetables|vinegar|cereal,4.1|1.5|3.1|2.4|3.1,3.85|2.58|4.44|4.69|2.21
banana|tuna|cream|olives|cake|soap,2.4|2.1|1.2|4.3|3.9|3.1,1.18|9.66|4.8|7.15|3.26|6.23
rice|salt|salmon|oil|pasta,1.1|4.4|2.7|2.0|3.9,4.59|2.45|12.7|7.28|6.98
flour|ice_cream|cereal|toilet_paper|chocolate|butter|tomato,4.6|2.6|2.8|4.9|3.3|3.5|1.6,5.65|7.25|6.76|11.12|4.2|3.24|3.58
chocolate|oil|butter|cheese,4.0|3.0|2.2|4.5,2.31|5.81|5.55|4.3
onion|chips|ham|tea|turkey|rice|pretzels,2.8|2.7|4.3|2.8|3.5|2.7|3.0,2.88|5.51|6.36|9.19|7.42|4.3|2.97
ham|cream|crackers|cookies|pretzels,2.2|2.2|3.2|3.4|2.5,7.15|4.91|2.47|4.93|2.27
croissant|detergent|banana|vinegar,3.6|3.2|3.0|1.1,3.0|8.72|2.68|7.57
hummus|turkey_slices|olives|wine|tomato|orange|apple,1.5|4.4|2.3|1.3|4.6|3.6|3.8,6.78|4.8|4.48|3.22|3.78|1.14|1.18
olives|turkey|detergent|tuna|pretzels|onion,3.4|2.7|1.6|1.5|4.1|1.0,7.2|6.53|3.24|8.39|5.17|1.94
pretzels|cereal|candy|olives|soap|salt|oil|milk,2.8|4.0|4.1|1.3|3.7|2.8|3.8|1.7,4.08|3.6|4.08|4.66|9.93|6.01|3.81|4.46
pasta|cake|carrot|cookies|paper_towels,2.0|2.3|4.2|2.4|2.3,7.26|3.09|2.74|5.14|8.32
beer|detergent|cake|dessert|apple|chips|cream,4.1|4.2|2.1|3.6|4.2|1.2|4.9,2.38|5.92|4.14|8.76|2.29|5.42|6.98
sugar|berries|salt|soap|butter|pasta|toilet_paper|chips,3.5|4.8|4.6|3.1|4.1|1.7|2.2|4.9,4.89|8.23|6.02|3.26|2.37|4.77|3.23|3.89
hummus|vegetables|bread|oil|tea|carrot|shampoo|turkey_slices,3.0|2.2|3.7|3.7|2.1|1.9|3.9|4.1,5.66|9.89|1.75|2.09|6.8|1.69|3.09|7.98
crackers|hummus|cereal|cream,3.7|1.9|3.7|3.3,2.34|8.11|4.94|4.41
vinegar|water|potato|turkey_slices|oil,1.5|2.5|2.3|1.2|2.4,7.33|8.36|3.31|8.09|3.29
toothpaste|soap|ice_cream|hummus|dessert|cake,3.6|3.4|1.2|2.6|4.3|2.6,6.84|9.58|4.78|9.07|9.81|3.65
oil|wine|toothpaste|bagel|beer,4.2|4.8|3.5|3.0|3.3,1.52|1.06|4.05|4.4|10.17
oil|chips|vegetables|tomato|cream|lettuce,3.6|2.6|1.2|3.3|2.8|3.2,1.93|3.06|7.91|3.0|7.66|1.99
milk|yogurt|turkey_slices|cheese|salami,4.3|2.4|4.6|4.1|3.8,6.33|6.69|4.31|6.15|5.99
muffin|chicken|onion|detergent|shampoo,5.0|1.8|2.6|1.4|4.5,4.22|14.22|3.06|5.66|7.92
wine|ice_cream|muffin|pork|oil|bagel,2.3|2.5|2.8|2.6|2.8|3.8,7.41|7.06|5.62|11.9|7.42|5.24
berries|tea|cake|crackers,3.9|3.4|1.8|3.2,4.8|4.93|4.62|6.17
pretzels|orange|pasta|chocolate|lettuce|detergent|cream|nuts,3.8|3.9|4.8|4.0|1.2|1.4|2.1|4.5,3.53|2.4|2.0|5.91|2.95|4.98|5.01|6.79
pork|detergent|chips|ham|hummus|potato|vegetables,3.8|4.1|3.1|5.0|3.1|2.3|1.8,12.64|5.99|5.89|5.93|5.4|2.59|8.73
apple|bread|tomato|coffee|tea|cake,4.9|1.6|4.8|2.1|4.3|3.0,3.07|1.62|2.63|7.19|8.78|2.23
dinner|beer|vinegar|banana,1.7|1.5|4.5|2.4,3.56|8.16|2.94|2.86
onion|olives|rice|muffin|crackers|salt|croissant,4.2|4.6|2.0|4.0|3.6|3.2|4.6,2.33|8.7|1.83|4.42|6.43|7.12|4.42
hummus|cheese|yogurt|banana,3.7|2.9|1.6|2.5,8.3|2.86|7.12|3.77
chips|cake|turkey|dessert|olives|tuna,1.5|2.1|2.4|1.4|1.6|2.8,3.32|4.34|11.19|5.58|8.89|13.98
shampoo|turkey_slices|pretzels|tea|chips|toothpaste|cheese,3.4|3.0|1.9|2.0|1.1|3.3|3.1,6.98|9.76|4.07|2.49|4.23|9.19|2.78
sugar|chicken|toothpaste|salami,1.7|2.9|1.9|3.4,2.98|7.9|4.5|8.38
coffee|turkey_slices|toothpaste|orange,4.1|1.7|4.0|1.4,9.82|5.1|7.12|3.1
olives|cheese|banana|lettuce|salmon|dinner|chocolate,1.8|2.9|3.1|2.8|1.5|3.5|1.4,5.33|3.32|1.96|3.8|5.61|4.51|5.05
salt|toilet_paper|rice|crackers|carrot|potato|cookies,4.9|2.7|1.3|1.1|1.4|3.2|3.7,3.01|8.47|3.23|3.58|3.28|3.14|2.19
beer|turkey|dinner|shampoo|chicken|oil,4.4|1.7|3.6|2.1|4.7|4.4,9.13|10.3|4.92|10.36|5.65|6.11
rice|potato|cake|banana|salami|carrot|soap,3.8|3.7|2.2|4.2|2.8|1.1|1.3,3.29|2.69|3.74|1.52|8.32|1.32|10.15
cream|bagel|beer|dinner|turkey_slices|toilet_paper|pretzels,3.7|1.1|1.9|2.9|2.8|2.0|2.1,7.07|2.28|8.61|4.61|5.65|11.64|3.99
vinegar|juice|olives|toilet_paper|tuna|salt|chocolate|cake,4.9|1.0|1.8|1.0|2.5|3.1|2.0|1.7,1.85|10.42|5.09|6.92|13.93|7.26|4.25|5.73
salami|milk|hummus|nuts|ham|paper_towels|vinegar,4.9|5.0|1.8|4.3|2.2|1.7|1.4,5.34|5.06|8.86|2.39|7.48|4.38|4.92
muffin|coffee|onion|berries,2.4|3.0|3.5|1.4,2.8|1.7|2.82|3.46
hummus|tomato|paper_towels|wine,1.6|2.8|2.2|3.1,8.74|3.09|6.46|10.85
detergent|carrot|beef|apple|soda,1.8|1.3|2.3|3.0|2.5,6.82|2.27|12.98|3.54|11.49
muffin|pasta|tea|chips|beer|yogurt|vinegar,4.4|2.8|1.2|3.0|1.9|4.0|1.9,3.43|4.29|9.2|4.28|10.82|4.97|4.89
apple|hummus|vegetables|shampoo|cheese|pasta|soap,4.1|3.2|1.3|4.2|3.1|1.8|3.3,2.32|7.15|4.22|3.3|2.36|5.58|5.09
toothpaste|water|pasta|ham|cheese,1.1|2.6|1.9|3.5|1.0,9.06|1.94|4.64|7.36|4.94
pizza|wine|candy|toilet_paper|ham|oil|croissant,1.6|4.5|4.4|1.4|1.9|1.2|3.3,9.21|2.28|6.06|5.36|7.72|6.22|2.04
juice|tuna|banana|chips|toilet_paper|ice_cream,2.9|2.1|4.1|4.2|3.0|1.3,3.22|5.17|3.65|5.68|4.51|7.58
milk|pasta|sugar|vegetables|toothpaste|bagel,2.7|4.8|2.5|4.1|1.9|2.1,3.48|2.25|3.09|7.64|11.16|2.28
bread|orange|salt|soap,1.2|4.9|3.6|2.8,2.83|3.61|2.04|3.54
beef|cereal|pretzels|juice|apple|carrot,4.1|3.0|2.1|2.3|3.1|4.0,13.59|4.55|3.57|2.25|1.79|1.33
oil|cream|candy|chips|beer|tuna,4.4|4.1|2.6|2.6|2.7|4.5,3.98|6.74|4.74|3.17|7.98|5.43
ice_cream|water|vegetables|beef,2.3|4.0|2.0|1.3,6.7|9.6|6.87|5.87
lettuce|beef|bread|tomato|cookies|cereal,1.4|3.1|3.2|2.2|4.8|1.8,1.16|14.52|5.7|2.84|3.76|2.65
chocolate|potato|milk|soap,1.9|3.8|2.4|2.8,3.64|3.06|2.55|5.6
turkey|onion|pasta|cookies|shampoo|crackers|orange,3.6|1.7|2.2|3.7|1.1|4.1|4.6,13.46|1.73|7.86|2.1|3.41|2.73|2.44
vinegar|ham|turkey_slices|sugar,2.0|1.2|1.6|4.4,4.54|6.57|4.52|3.34
turkey_slices|berries|orange|vegetables|cereal|cheese,2.5|5.0|4.6|1.1|3.7|4.3,8.04|5.94|1.77|3.01|6.5|7.24
beer|carrot|soda|butter|potato,1.6|4.9|4.9|4.6|2.5,2.06|1.74|7.24|6.25|1.9
soda|dinner|wine|apple|bagel|cake|sugar,2.4|1.9|3.0|2.7|3.9|3.5|3.2,11.04|3.74|6.32|1.16|2.02|3.3|4.48
berries|tomato|paper_towels|chicken|salmon|salt|orange|beef,4.6|4.8|1.8|1.9|4.9|1.4|3.5|1.5,7.17|3.67|8.4|11.28|12.89|5.01|1.41|14.66
cream|coffee|dessert|soda|rice,2.0|1.3|1.8|1.5|2.0,7.85|4.96|8.05|1.94|3.41
dinner|milk|butter|pizza|flour|croissant|bagel,4.6|3.0|3.8|4.6|3.1|3.9|1.2,9.29|5.43|5.48|7.94|2.98|4.9|2.87
cream|tomato|chocolate|shampoo|pretzels|croissant,3.6|2.7|3.7|3.0|2.2|2.0,3.23|3.65|5.85|5.24|3.64|4.81
tuna|pizza|potato|bread,3.6|2.0|4.7|1.1,8.56|3.19|1.76|2.83
onion|soda|vinegar|soap,3.7|1.3|4.3|2.0,2.63|8.74|5.61|11.73
oil|water|cereal|yogurt|candy|turkey,4.0|3.3|2.5|1.8|2.7|3.4,3.04|8.21|4.42|3.32|3.24|10.38
pork|salmon|juice|potato|soap|turkey_slices|dinner,4.3|2.9|4.4|1.9|4.5|1.2|1.9,14.79|10.69|6.93|1.25|8.33|7.47|7.52
salami|cake|turkey_slices|candy|chocolate|ice_cream|vegetables,4.9|4.7|3.8|3.8|1.7|4.1|2.8,5.17|2.41|8.59|3.09|3.01|3.92|8.01
paper_towels|chocolate|toilet_paper|pizza|olives|yogurt,1.8|1.4|2.0|3.4|3.8|4.0,8.64|3.36|5.58|4.68|7.86|6.0
bread|cake|apple|crackers|coffee|vegetables,4.4|3.3|1.1|4.2|2.9|4.1,2.17|1.53|1.67|4.49|5.5|8.44
orange|berries|turkey|coffee|banana|salt|hummus|tuna,1.7|4.5|3.5|3.8|3.7|2.4|2.1|4.6,2.0|3.38|6.21|8.45|3.61|2.0|8.53|9.45
cake|cereal|pizza|shampoo,3.8|1.3|2.4|2.9,5.52|3.11|6.41|10.73
salt|dessert|berries|cake|hummus|cheese|pizza,4.2|3.1|4.3|3.0|2.4|1.8|4.2,5.5|5.79|4.28|3.0|8.04|3.48|9.09
vegetables|turkey_slices|potato|pretzels|vinegar|beer|soap|salt,1.9|3.3|3.0|4.2|1.2|2.8|4.6|2.1,6.37|8.81|2.06|2.69|4.43|2.89|4.36|3.19
rice|toothpaste|tomato|croissant,4.0|3.2|4.3|4.0,7.16|6.19|1.55|5.47
pork|nuts|juice|beer|bread,3.2|2.8|4.6|4.0|3.3,13.76|3.9|8.98|6.59|5.11
tea|detergent|coffee|carrot|vegetables|vinegar|onion,3.5|3.3|3.0|3.8|4.1|1.9|4.4,11.6|4.44|10.86|1.02|8.44|7.47|1.75
detergent|apple|rice|pasta|shampoo|salmon,1.4|2.6|3.4|3.0|4.6|3.9,3.4|1.01|5.65|3.79|9.48|13.5
shampoo|nuts|bagel|sugar,1.8|4.8|3.4|2.4,7.92|3.46|2.59|6.09
tuna|cake|butter|potato|candy|bread|paper_towels|oil,3.4|1.1|1.1|3.5|3.2|3.9|4.7|3.7,12.4|3.52|4.32|1.14|2.57|4.3|7.21|7.48
toilet_paper|detergent|salmon|salt|bagel,4.1|2.9|4.2|1.2|3.8,11.48|3.38|7.17|4.99|5.49
sugar|cream|beer|flour|cereal,4.3|1.9|3.7|2.0|1.5,2.82|7.24|6.43|3.28|1.78
paper_towels|apple|ham|hummus|olives,3.0|4.4|2.4|4.3|4.1,5.54|1.6|4.1|7.44|6.18
tomato|chocolate|lettuce|tea|cream|salmon,4.2|2.2|4.8|4.9|3.4|1.0,2.18|2.26|1.11|2.84|4.22|8.44
salmon|onion|shampoo|muffin|soda|milk|dessert,3.6|2.1|2.5|3.5|2.5|2.8|3.1,12.84|1.86|10.18|5.74|6.93|3.61|4.7
soap|ice_cream|potato|croissant|chips|juice|turkey|banana,2.3|4.7|2.0|1.5|2.6|2.6|4.3|3.1,11.43|5.74|3.07|4.2|6.39|3.85|11.0|1.43
salmon|ham|crackers|toilet_paper|pretzels|turkey|cookies,1.2|1.1|3.2|1.6|4.5|2.6|2.4,7.46|8.73|4.48|11.49|4.5|8.23|3.32
potato|milk|wine|flour|dessert,3.1|1.6|4.9|4.2|4.2,1.31|7.39|4.68|6.5|7.2
potato|milk|vegetables|cheese|pork|carrot|crackers,1.0|1.9|3.2|2.2|4.0|3.3|3.3,1.35|4.58|3.61|7.62|6.48|3.52|4.69
carrot|salt|muffin|bagel|ice_cream|lettuce|croissant|vegetables,2.6|1.4|4.8|4.4|3.9|4.9|4.8|4.8,3.06|2.24|2.87|4.11|3.55|1.74|2.53|3.66
chicken|hummus|bagel|muffin|carrot,4.4|4.5|4.8|4.6|1.5,8.7|4.82|5.49|3.32|3.51
toilet_paper|hummus|candy,1.1|3.4|4.2,3.81|8.61|4.5
cookies|paper_towels|detergent|berries|beer|candy,4.6|2.3|2.3|3.2|4.8|1.5,2.62|3.99|8.62|7.8|10.21|2.45
carrot|ham|milk|lettuce|juice,1.8|3.6|2.7|4.6|3.0,1.13|6.67|5.02|3.76|8.59
paper_towels|candy|beef|onion|chocolate|dessert|oil,1.1|4.9|1.7|3.5|3.5|4.5|4.8,10.13|5.54|14.95|3.65|4.59|9.63|3.46
pork|lettuce|turkey|coffee|toilet_paper,3.1|2.3|2.4|2.6|4.6,10.99|1.68|9.52|9.32|10.98
turkey|olives|vinegar|chicken|salt|cookies|cereal,1.8|3.3|5.0|3.7|3.5|2.5|3.7,7.62|9.87|4.45|11.33|6.56|1.51|4.91
yogurt|turkey|coffee|dinner|water,4.8|4.3|1.6|4.5|2.2,7.18|9.41|5.46|4.11|9.34
cookies|beer|olives|paper_towels|chicken,1.1|1.9|1.3|1.9|4.8,4.1|2.42|4.71|10.1|11.12
turkey|salt|cereal|candy|carrot|soda|apple,3.1|3.6|3.1|4.2|4.6|2.3|3.5,7.38|7.57|7.48|3.02|3.51|7.18|2.12
lettuce|vegetables|muffin|cake|beer,1.5|2.0|4.3|3.2|3.4,1.93|8.27|5.54|5.12|5.88
croissant|water|rice|cake|pasta|berries|vinegar,3.7|1.6|1.8|4.0|1.8|1.4|2.5,3.67|11.89|6.39|4.9|4.12|7.06|6.46
flour|berries|water|toilet_paper|orange,4.9|2.2|4.6|2.5|3.9,2.3|6.1|11.14|6.88|3.07
pretzels|toilet_paper|berries|detergent|cake,3.9|3.6|2.6|3.0|5.0,2.89|6.43|8.1|10.06|2.96
potato|salt|crackers|cheese|beef|wine|salmon,4.0|3.1|3.5|1.2|1.3|3.1|2.4,2.66|2.52|5.37|7.64|12.76|11.76|10.11
orange|salt|detergent|cookies,3.8|4.1|5.0|2.0,1.93|2.49|11.54|4.01
beef|paper_towels|tuna|salmon|water|sugar|vegetables|yogurt,1.8|4.0|2.1|4.1|2.7|2.8|1.7|3.7,13.9|7.81|11.55|10.29|7.29|2.16|9.54|2.62
chips|chocolate|cream|olives|berries,3.3|2.2|3.6|3.7|4.7,2.71|2.11|3.21|7.66|9.21
cheese|candy|turkey|carrot|berries|wine|tomato|pork,4.6|4.1|4.4|2.9|4.9|1.8|2.6|1.5,7.8|2.27|11.54|3.96|3.98|7.65|3.3|7.15
pork|toilet_paper|bread|beef|sugar,4.0|4.0|1.8|4.7|4.5,8.61|4.26|4.97|9.14|6.57
hummus|butter|tea|muffin|turkey|cereal,2.2|2.5|3.0|4.0|5.0|1.2,4.77|3.0|9.35|2.1|6.48|6.08
cereal|tomato|orange|toilet_paper|muffin|oil,4.6|3.3|3.1|2.0|2.4|2.4,5.11|1.65|3.39|6.99|3.25|6.32
cream|shampoo|chocolate|pork|olives,3.1|3.7|3.1|1.7|1.6,4.76|9.34|5.92|14.3|9.48
muffin|oil|cheese|turkey|orange,2.2|3.2|1.7|1.6|3.1,1.85|6.14|2.73|12.08|3.37
water|candy|butter|turkey_slices,3.0|2.1|2.9|2.6,10.23|4.05|4.1|9.94
chocolate|turkey|cookies|muffin|chips|tea|butter,1.7|1.7|4.4|4.2|2.4|1.6|3.2,3.05|6.86|3.2|3.71|3.51|5.16|5.01
detergent|turkey|beer|pork|salmon|tea,1.2|1.5|3.3|2.7|2.3|2.8,3.7|11.47|4.68|12.36|12.12|11.2
detergent|bagel|toilet_paper|olives,1.8|4.4|3.4|2.7,10.62|1.82|10.01|8.9
bread|chicken|turkey|lettuce|soda|oil|onion|pizza,1.7|2.9|5.0|1.3|4.1|2.1|1.8|4.8,5.15|5.26|13.97|1.45|9.59|2.0|2.12|9.99
sugar|beer|vegetables|bread|cake|rice|crackers|salt,4.7|2.0|2.9|1.6|4.1|2.9|1.3|1.5,4.28|7.76|6.68|2.56|5.65|4.26|6.26|4.85
dessert|sugar|pork|beer|butter|banana,2.5|3.8|4.7|1.0|3.3|3.9,6.3|2.61|9.7|10.56|2.6|3.04
paper_towels|toothpaste|dessert|yogurt|turkey,3.9|4.9|1.5|3.5|3.3,11.17|7.51|5.11|5.8|14.26
detergent|tomato|croissant|cereal|pork|tea|cream,3.1|4.7|1.3|4.0|1.1|3.0|4.3,5.71|2.61|3.34|2.47|12.09|6.3|7.71
pizza|tea|toothpaste|rice,3.5|2.6|2.0|2.6,9.23|10.63|8.87|1.76
